,addressee,dialogue_act,dialogue_num,doc,emitter,global_id,original_turn_number,span_end,subdoc,superdoc_num,surface_act,text,turn_id,type,parent_schema_id,schema_composition,incoming_relation_id,relation_type
4305,ljaybrad123,Counteroffer,305.0,s1_league1_game3,tomas.kostan,s1_league1_game3_06_stac_1368640615,394,923.0,06,249.0,Question,what do you want?,3380.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838621343,Continuation
4306,ljaybrad123,Counteroffer,305.0,s1_league1_game3,william,s1_league1_game3_06_stac_1368640618,395,958.0,06,249.0,Assertion,i have ore for you,3381.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838639515,Elaboration
4307,william,Counteroffer,305.0,s1_league1_game3,ljaybrad123,s1_league1_game3_06_stac_1368640621,396,993.0,06,249.0,Request,ore and sheep?,3382.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838653500,Q_Elab
4308,william,Counteroffer,305.0,s1_league1_game3,ljaybrad123,s1_league1_game3_06_stac_1368640621,396,993.0,06,249.0,Request,ore and sheep?,3382.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838723984,Q_Elab
4309,ljaybrad123,Refusal,305.0,s1_league1_game3,william,s1_league1_game3_06_stac_1368640624,397,1012.0,06,249.0,Assertion,no,3383.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838702687,Question_answer_pair
4310,ljaybrad123,Counteroffer,305.0,s1_league1_game3,tomas.kostan,s1_league1_game3_06_stac_1368640627,398,1047.0,06,249.0,Question,ore and wood?,3384.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838747828,Q_Elab
4311,tomas.kostan,Offer,305.0,s1_league1_game3,ljaybrad123,s1_league1_game3_06_stac_1368640630,399,1081.0,06,249.0,Assertion,i have 2 clay,3385.0,Segment,s1_league1_game3_06_asoubeille_1371838804156,EDU,0,0
4312,tomas.kostan,Accept,305.0,s1_league1_game3,ljaybrad123,s1_league1_game3_06_stac_1368640633,400,1129.0,06,249.0,Assertion,ore and wood would be great,3386.0,Segment,s1_league1_game3_06_asoubeille_1371838804156,EDU,s1_league1_game3_06_asoubeille_1371838796000,Continuation
4313,ljaybrad123,Accept,305.0,s1_league1_game3,tomas.kostan,s1_league1_game3_06_stac_1368640636,401,1153.0,06,249.0,Assertion,ok,3387.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838825484,Acknowledgement
4314,tomas.kostan,Offer,305.0,s1_league1_game3,ljaybrad123,s1_league1_game3_06_stac_1368640639,402,1181.0,06,249.0,Question,1 clay?,3388.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838848796,Q_Elab
4315,ljaybrad123,Counteroffer,305.0,s1_league1_game3,tomas.kostan,s1_league1_game3_06_stac_1368640642,403,1213.0,06,249.0,Request,2 clay? :),3389.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838874796,Q_Elab
4316,tomas.kostan,Refusal,305.0,s1_league1_game3,ljaybrad123,s1_league1_game3_06_stac_1368640645,404,1275.0,06,249.0,Assertion,that leave me not enough to build with :(,3390.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838887046,Question_answer_pair
4317,tomas.kostan,Other,305.0,s1_league1_game3,ljaybrad123,s1_league1_game3_06_stac_1368640648,405,1300.0,06,249.0,Assertion,hmmm,3391.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838897328,Comment
4318,ljaybrad123,Counteroffer,305.0,s1_league1_game3,tomas.kostan,s1_league1_game3_06_stac_1368640651,406,1336.0,06,249.0,Request,ok one will do,3392.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838909546,Result
4319,ljaybrad123,Counteroffer,305.0,s1_league1_game3,tomas.kostan,s1_league1_game3_06_stac_1368640651,406,1336.0,06,249.0,Request,ok one will do,3392.0,Segment,0,0,s1_league1_game3_06_nasher_1416218704793,Question_answer_pair
4320,tomas.kostan,Accept,305.0,s1_league1_game3,ljaybrad123,s1_league1_game3_06_stac_1368640654,409,1369.0,06,249.0,Assertion,thank you :),3393.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838928625,Acknowledgement
4321,ljaybrad123,Other,305.0,s1_league1_game3,tomas.kostan,s1_league1_game3_06_stac_1368640657,410,1396.0,06,249.0,Assertion,np :),3394.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371838946187,Comment
4322,gotwood4sheep,Other,306.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_06_stac_1368640661,414,1430.0,06,250.0,Assertion,nooooooo 5!,3395.0,Segment,s1_league1_game3_06_asoubeille_1371839030734,EDU,0,0
4323,gotwood4sheep,Other,306.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_06_stac_1368640664,415,1463.0,06,250.0,Assertion,nooooooooo,3396.0,Segment,s1_league1_game3_06_asoubeille_1371839030734,EDU,s1_league1_game3_06_asoubeille_1371838955453,Continuation
4324,gotwood4sheep,Other,306.0,s1_league1_game3,ljaybrad123,s1_league1_game3_06_stac_1368640668,418,1513.0,06,250.0,Assertion,the evil robber strikes again,3397.0,Segment,0,0,s1_league1_game3_06_asoubeille_1371839038578,Comment
4325,gotwood4sheep,Other,306.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_06_stac_1368640671,420,1545.0,06,250.0,Assertion,nooooooo!,3398.0,Segment,s1_league1_game3_06_asoubeille_1371839030734,EDU,s1_league1_game3_06_asoubeille_1371839012546,Continuation
4326,All,Offer,307.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_07_stac_1368640543,423,38.0,07,251.0,Request,anyone got ore?,3399.0,Segment,s1_league1_game3_07_asoubeille_1371882536687,EDU,0,0
4327,All,Offer,307.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_07_stac_1368640546,424,85.0,07,251.0,Assertion,can offer sheep or wheat,3400.0,Segment,s1_league1_game3_07_asoubeille_1371882536687,EDU,s1_league1_game3_07_asoubeille_1371882452375,Elaboration
4328,All,Other,307.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_07_stac_1368640549,425,134.0,07,251.0,Assertion,"would have had ore, but...",3401.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882501609,Comment
4329,gotwood4sheep,Refusal,307.0,s1_league1_game3,tomas.kostan,s1_league1_game3_07_stac_1368640552,426,160.0,07,251.0,Assertion,nope,3402.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882547187,Question_answer_pair
4330,gotwood4sheep,Other,307.0,s1_league1_game3,ljaybrad123,s1_league1_game3_07_stac_1368640555,427,193.0,07,251.0,Assertion,ah robber...,3403.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882557968,Comment
4331,gotwood4sheep,Refusal,307.0,s1_league1_game3,ljaybrad123,s1_league1_game3_07_stac_1368640558,428,218.0,07,251.0,Assertion,nope,3404.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882569640,Question_answer_pair
4332,william,Offer,307.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_07_stac_1368640561,429,249.0,07,251.0,Request,william?,3405.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882583406,Q_Elab
4333,gotwood4sheep,Refusal,307.0,s1_league1_game3,william,s1_league1_game3_07_stac_1368640564,430,279.0,07,251.0,Assertion,"oh, sorry no.",3406.0,Segment,s1_league1_game3_07_asoubeille_1371882624234,EDU,0,0
4334,gotwood4sheep,Refusal,307.0,s1_league1_game3,william,s1_league1_game3_07_stac_1368640565,430,297.0,07,251.0,Assertion,too low right now,3406.0,Segment,s1_league1_game3_07_asoubeille_1371882624234,EDU,s1_league1_game3_07_asoubeille_1371882609765,Explanation
4335,"ljaybrad123, william",Other,307.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_07_stac_1368640568,431,325.0,07,251.0,Please choose...,kk np,3407.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882631687,Acknowledgement
4336,gotwood4sheep,Other,308.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_07_stac_1368640572,434,354.0,07,252.0,Assertion,noooo!,3408.0,Segment,0,0,0,0
4337,All,Other,309.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_07_stac_1368640576,437,386.0,07,252.0,Assertion,greedy :D,3409.0,Segment,0,0,0,0
4338,gotwood4sheep,Other,309.0,s1_league1_game3,william,s1_league1_game3_07_stac_1368640579,438,405.0,07,252.0,Assertion,:D,3410.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882684031,Acknowledgement
4339,william,Other,309.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_07_stac_1368640582,439,448.0,07,252.0,Assertion,spend it wisely then,3411.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882738046,Result
4340,gotwood4sheep,Other,309.0,s1_league1_game3,ljaybrad123,s1_league1_game3_07_stac_1368640585,440,471.0,07,252.0,Assertion,:),3412.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882748390,Comment
4341,?,Other,309.0,s1_league1_game3,ljaybrad123,s1_league1_game3_07_stac_1368640588,441,498.0,07,252.0,Assertion,13! :o,3413.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882761281,Continuation
4342,All,Other,309.0,s1_league1_game3,william,s1_league1_game3_07_stac_1368640591,443,559.0,07,252.0,Assertion,it won't let me trade 4 wheat with the bank!,3414.0,Segment,0,0,s1_league1_game3_07_nasher_1416218927812,Continuation
4343,william,Other,309.0,s1_league1_game3,ljaybrad123,s1_league1_game3_07_stac_1368640594,444,596.0,07,252.0,Assertion,you just did....,3415.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882804437,Correction
4344,All,Other,309.0,s1_league1_game3,william,s1_league1_game3_07_stac_1368640597,445,639.0,07,252.0,Assertion,"oh. never mind, now it did",3416.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882820843,Correction
4345,ljaybrad123,Other,309.0,s1_league1_game3,william,s1_league1_game3_07_stac_1368640600,446,658.0,07,252.0,Assertion,^^,3417.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882838546,Comment
4346,william,Other,309.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_07_stac_1368640603,448,695.0,07,252.0,Assertion,lol no worries,3418.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882932703,Comment
4347,william,Other,309.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_07_stac_1368640606,449,742.0,07,252.0,Assertion,now you're on 3sy street,3419.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882944078,Comment
4348,gotwood4sheep,Other,309.0,s1_league1_game3,william,s1_league1_game3_07_stac_1368640610,454,762.0,07,252.0,Assertion,yay,3420.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882960562,Comment
4349,All,Other,309.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_07_stac_1368640613,455,800.0,07,252.0,Assertion,5 nooooooooooo!,3421.0,Segment,0,0,s1_league1_game3_07_nasher_1416219007146,Contrast
4350,All,Offer,310.0,s1_league1_game3,ljaybrad123,s1_league1_game3_07_stac_1490965597,457,838.0,07,253.0,Request,anyone have clay?,3422.0,Segment,0,0,0,0
4351,ljaybrad123,Refusal,310.0,s1_league1_game3,william,s1_league1_game3_07_stac_1490965600,458,859.0,07,253.0,Assertion,nope,3423.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882988984,Question_answer_pair
4352,ljaybrad123,Refusal,310.0,s1_league1_game3,tomas.kostan,s1_league1_game3_07_stac_1490965603,459,885.0,07,253.0,Assertion,nope,3424.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371882998671,Question_answer_pair
4353,ljaybrad123,Refusal,310.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_07_stac_1490965606,460,916.0,07,253.0,Assertion,no sorry,3425.0,Segment,0,0,s1_league1_game3_07_asoubeille_1371883005078,Question_answer_pair
4354,tomas.kostan,Other,310.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_07_stac_1490965609,462,962.0,07,253.0,Assertion,"work those looks, tomas",3426.0,Segment,0,0,s1_league1_game3_07_stergos_1385557234691,Comment
4355,All,Other,310.0,s1_league1_game3,ljaybrad123,s1_league1_game3_07_stac_1490965612,464,1017.0,07,253.0,Assertion,got... thats an interesting one :p,3427.0,Segment,0,0,s1_league1_game3_07_stergos_1385557239664,Comment
4356,All,Offer,311.0,s1_league1_game3,william,s1_league1_game3_08_stac_1368640543,467,42.0,08,253.0,Request,can i have someone's ore?,3428.0,Segment,0,0,0,0
4357,william,Refusal,311.0,s1_league1_game3,ljaybrad123,s1_league1_game3_08_stac_1368640546,468,67.0,08,253.0,Assertion,nope,3429.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371883614625,Question_answer_pair
4358,william,Refusal,311.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640549,469,107.0,08,253.0,Assertion,no ore here sorry,3430.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371883628125,Question_answer_pair
4359,All,Other,311.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640552,470,157.0,08,253.0,Question,hey where is everyone from?,3431.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371883640343,Clarification_question
4360,All,Other,311.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640555,471,186.0,08,253.0,Assertion,I'm UK,3432.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371883654656,Question_answer_pair
4361,gotwood4sheep,Other,311.0,s1_league1_game3,william,s1_league1_game3_08_stac_1368640558,472,210.0,08,253.0,Assertion,Germany,3433.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371883665828,Question_answer_pair
4362,william,Refusal,311.0,s1_league1_game3,tomas.kostan,s1_league1_game3_08_stac_1368640561,473,257.0,08,253.0,Assertion,sry no ore in here either,3434.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371883678093,Question_answer_pair
4363,william,Refusal,311.0,s1_league1_game3,tomas.kostan,s1_league1_game3_08_stac_1368640561,473,257.0,08,253.0,Assertion,sry no ore in here either,3434.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371883703015,Parallel
4364,gotwood4sheep,Other,311.0,s1_league1_game3,ljaybrad123,s1_league1_game3_08_stac_1368640564,474,283.0,08,253.0,Assertion,uk :),3435.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371883713890,Question_answer_pair
4365,gotwood4sheep,Other,311.0,s1_league1_game3,tomas.kostan,s1_league1_game3_08_stac_1368640567,475,316.0,08,253.0,Assertion,slovakia :),3436.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371883728906,Question_answer_pair
4366,gotwood4sheep,Other,311.0,s1_league1_game3,ljaybrad123,s1_league1_game3_08_stac_1368640571,478,375.0,08,253.0,Assertion,from the oh so beautiful lancashire :p,3437.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371883742203,Elaboration
4367,gotwood4sheep,Other,311.0,s1_league1_game3,ljaybrad123,s1_league1_game3_08_stac_1368640574,479,413.0,08,253.0,Assertion,live in the burgh,3438.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371883761875,Elaboration
4368,ljaybrad123,Other,311.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640578,482,454.0,08,253.0,Assertion,"I'm from Somerset,",3439.0,Segment,s1_league1_game3_08_asoubeille_1371883786546,EDU,0,0
4369,ljaybrad123,Other,311.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640579,482,494.0,08,253.0,Assertion,near Cheddar (where teh cheese is from),3439.0,Segment,s1_league1_game3_08_asoubeille_1371883786546,EDU,s1_league1_game3_08_asoubeille_1371883774171,Elaboration
4370,gotwood4sheep,Other,311.0,s1_league1_game3,william,s1_league1_game3_08_stac_1368640582,483,530.0,08,253.0,Assertion,I am from Frankfurt,3440.0,Segment,0,0,s1_league1_game3_08_stergos_1385557930015,Elaboration
4371,gotwood4sheep,Other,311.0,s1_league1_game3,ljaybrad123,s1_league1_game3_08_stac_1368640585,484,566.0,08,253.0,Assertion,i mis somerset!,3441.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371883826531,Comment
4372,All,Offer,312.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640588,485,620.0,08,253.0,Request,anyone got ore for sheep/wheat?,3442.0,Segment,0,0,0,0
4373,gotwood4sheep,Refusal,312.0,s1_league1_game3,william,s1_league1_game3_08_stac_1368640591,486,639.0,08,253.0,Assertion,no,3443.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371883853468,Question_answer_pair
4374,gotwood4sheep,Refusal,312.0,s1_league1_game3,tomas.kostan,s1_league1_game3_08_stac_1368640594,487,665.0,08,253.0,Assertion,nope,3444.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371883864125,Question_answer_pair
4375,ljaybrad123,Other,312.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640597,488,705.0,08,253.0,Assertion,"your roll, laura!",3445.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371883908218,Result
4376,gotwood4sheep,Other,312.0,s1_league1_game3,william,s1_league1_game3_08_stac_1368640600,489,749.0,08,253.0,Assertion,maybe she's disconnected...,3446.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371883918796,Explanation
4377,"tomas.kostan, william",Other,312.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640603,490,777.0,08,253.0,Assertion,"darn,",3447.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371885083781,Comment
4378,"tomas.kostan, william",Other,312.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640604,490,810.0,08,253.0,Assertion,i have to leave very soon... ...,3447.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371883963312,Explanation
4379,"tomas.kostan, william",Other,312.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640607,491,851.0,08,253.0,Assertion,like 12 mins tops!,3448.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371884111796,Elaboration
4380,gotwood4sheep,Other,312.0,s1_league1_game3,william,s1_league1_game3_08_stac_1368640610,492,899.0,08,253.0,Assertion,hmm. lj is about to win anyway.,3449.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371885102078,Comment
4381,william,Other,312.0,s1_league1_game3,tomas.kostan,s1_league1_game3_08_stac_1368640613,493,939.0,08,253.0,Assertion,i am not so sure..,3450.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371884200562,Comment
4382,"tomas.kostan, william",Other,312.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640616,494,993.0,08,253.0,Assertion,let's give her a couple of mins,3451.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371885147281,Contrast
4383,"tomas.kostan, william",Other,312.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640619,495,1036.0,08,253.0,Assertion,to try and reconnect,3452.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371884260046,Elaboration
4384,"tomas.kostan, william",Other,312.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640622,496,1096.0,08,253.0,Assertion,but I need to be at the cameo by 9.20,3453.0,Segment,s1_league1_game3_08_asoubeille_1371884313703,EDU,0,0
4385,"tomas.kostan, william",Other,312.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640625,497,1160.0,08,253.0,Assertion,and that means leaving in about 10mins :/,3454.0,Segment,s1_league1_game3_08_asoubeille_1371884313703,EDU,s1_league1_game3_08_asoubeille_1371884302968,Continuation
4386,"tomas.kostan, william",Other,312.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640628,498,1201.0,08,253.0,Assertion,darn competitions!,3455.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371884460078,Comment
4387,gotwood4sheep,Other,312.0,s1_league1_game3,tomas.kostan,s1_league1_game3_08_stac_1368640631,499,1258.0,08,253.0,Assertion,i don't think this will end by then,3456.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371884440906,Contrast
4388,tomas.kostan,Other,312.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640634,500,1336.0,08,253.0,Assertion,"getting lucky in the wrong game at the wrong time, i am",3457.0,Segment,0,0,s1_league1_game3_08_stergos_1385557982227,Elaboration
4389,"gotwood4sheep, tomas.kostan",Other,312.0,s1_league1_game3,william,s1_league1_game3_08_stac_1368640637,501,1395.0,08,253.0,Assertion,"well. if lj can't fix her current problem,",3458.0,Segment,s1_league1_game3_08_asoubeille_1371884602828,EDU,0,0
4390,"gotwood4sheep, tomas.kostan",Other,312.0,s1_league1_game3,william,s1_league1_game3_08_stac_1368640638,501,1428.0,08,253.0,Assertion,we can't finish this game anways,3458.0,Segment,s1_league1_game3_08_asoubeille_1371884602828,EDU,s1_league1_game3_08_asoubeille_1371884507937,Conditional
4391,"tomas.kostan, william",Other,312.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640641,502,1488.0,08,253.0,Assertion,we may have to call it a practice run,3459.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371884747421,Result
4392,"tomas.kostan, william",Other,312.0,s1_league1_game3,gotwood4sheep,s1_league1_game3_08_stac_1368640641,502,1488.0,08,253.0,Assertion,we may have to call it a practice run,3459.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371885329515,Result
4393,gotwood4sheep,Other,312.0,s1_league1_game3,tomas.kostan,s1_league1_game3_08_stac_1368640644,503,1547.0,08,253.0,Question,then we will have to replay the game?,3460.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371884761265,Result
4394,gotwood4sheep,Other,312.0,s1_league1_game3,tomas.kostan,s1_league1_game3_08_stac_1368640644,503,1547.0,08,253.0,Question,then we will have to replay the game?,3460.0,Segment,0,0,s1_league1_game3_08_asoubeille_1371884778281,Result
